,Name,Molecular_Weight,Bulkiness,Polarity_Grantham,Recognition_Factors,Hydrophobicity_Sweet,Hydrophobicity_Kyte_Doolittle,Hydrophobicity_Abraham_Leo,Hydrophobicity_Bull_Breese,Hydrophobicity_Guy,Hydrophobicity_Miyazawa_Jernigan,Hydrophobicity_Roseman,Hydrophobicity_Wolfenden,Hydrophobicity_Hplc_Wilson,Hydrophobicity_Hplc_Ph_3_4_Cowan,Hydrophobicity_Rf_Mobility,HPLC_Tfa_Retention,HPLC_Retention_Ph_2_1,Percentage_Buried_Res,Hydrophobicity_Chothia,Ratio_Hetero_End_Side,Average_Flexibility_BP,Beta_Sheet_Chou_Fasman,Alpha_Helix_Deleage_Roux,Beta_Turn_Deleage_Roux,Alpha_Helix_Levitt,Beta_Turn_Levitt,Antiparallel_Beta_Strand,Aa_Composition,Relative_Mutability,Number_Of_Codons,Polarity_Zimmerman,Refractivity,Hydrophobicity_Eisenberg,Hydrophobicity_Hopp_Woods,Hydrophobicity_Manavalan,Hydrophobicity_Black,Hydrophobicity_Fauchere,Hydrophobicity_Janin,Hydrophobicity_Rao_Argos,Hydrophobicity_Tanford,Hydrophobicity_Welling,Hydrophobicity_Hplc_Parker,Hydrophobicity_Hplc_Ph_7_5_Cowan,Hplc_Hfba_Retention,Transmembrane_Tendency,Hplc_Retention_Ph_7_4,Percentage_Accessible_Res,Hydrophobicity_Rose,Avg_Area_Buried,Alpha_Helix_Chou_Fasman,Beta_Turn_Chou_Fasman,Beta_Sheet_Deleage_Roux,Coil_Deleage_Roux,Beta_Sheet_Levitt,Total_Beta_Strand,Parallel_Beta_Strand,Aa_Composition_Swissprot,Disorder_Propensity_TOP_IDP,Aa_Flexibility_VTR,Disorder_Propensity_FoldUnfold,Disorder_Propensity_DisProt,Aggrescan_av4,Aggrescan_av4_pos,Aggrescan_Nr_hotspots,Zyggregator_profile_smoothed,Zyggregator_profile_smoothed_pos
0,0_Boughter,1918.0,181.60000000000002,104.70000000000003,1145.0,4.32,-15.600000000000003,6.069999999999999,-3.8,2.410000000000001,70.58000000000001,-2.280000000000001,-80.21,41.699999999999996,1.3899999999999995,71.9,49.8,48.199999999999996,64.4,2.86,6.510000000000001,5.8199999999999985,14.11,12.053,13.195000000000002,11.130000000000003,14.09,15.1,64.3,777.0,43.0,164.26000000000002,274.06,-1.52,-6.299999999999999,164.96,7.403,5.359999999999999,-3.4000000000000004,10.809999999999999,-0.71,-3.0100000000000007,11.600000000000001,-0.8299999999999992,47.1,-3.469999999999999,47.599999999999994,70.30000000000001,9.51,1849.6999999999998,11.269999999999998,14.689999999999998,13.095000000000002,13.613,13.850000000000001,14.21,11.650000000000002,62.08000000000001,-2.336,12.925,291.15000000000003,-1.572,0.4823999999999995,2.6548,1,-0.7111211573236922,2.851898734177213
1,1_Boughter,1569.0,167.87,94.4,926.0,0.46999999999999975,-7.500000000000001,8.620000000000001,-2.15,-0.1599999999999997,62.519999999999996,-4.100000000000001,-55.779999999999994,23.9,3.82,56.900000000000006,45.89999999999999,42.3,50.6,2.8499999999999996,5.5600000000000005,4.6499999999999995,11.34,11.944,8.976,11.84,10.530000000000001,12.13,51.8,901.0,25.0,159.51000000000002,208.53000000000003,1.04,-2.8999999999999995,141.08,5.885999999999999,5.289999999999999,-1.2999999999999996,8.9,3.47,-3.5100000000000007,14.200000000000003,-1.6199999999999992,41.7,-5.01,17.400000000000002,56.9,8.06,1496.6999999999998,11.969999999999999,10.990000000000002,10.727999999999998,11.041,10.82,11.830000000000002,10.92,52.08,-1.7730000000000001,10.935,241.91,-0.669,-2.3902,0.25619999999999993,0,-7.509768267363205,0.328295715848458
2,2_Boughter,2395.0,238.3,132.9,1354.0,4.969999999999999,-17.999999999999996,10.530000000000001,-5.19,0.039999999999999813,88.95,-2.9000000000000012,-94.10000000000001,49.900000000000006,3.79,87.60000000000001,61.8,60.199999999999996,67.39999999999999,3.6499999999999995,7.53,6.789999999999999,16.830000000000002,16.419000000000004,15.043999999999999,15.650000000000002,16.160000000000004,18.03,74.30000000000001,1120.0,40.0,216.61000000000004,341.1,-0.18999999999999972,-7.499999999999998,204.51999999999998,9.083999999999998,6.899999999999999,-3.7,12.899999999999999,1.4300000000000002,-4.8900000000000015,16.000000000000007,-1.9499999999999988,48.39999999999999,-5.699999999999998,32.7,82.50000000000001,11.709999999999997,2291.2,15.699999999999998,16.91,15.486999999999998,16.207,16.340000000000003,17.18,14.680000000000001,72.77000000000001,-2.935,15.89,358.82000000000005,-1.777,0.20519999999999983,1.9909999999999997,0,-5.911909838562296,0.6
3,3_Boughter,2063.0,208.07,127.70000000000002,1313.0,0.6599999999999997,-12.5,6.859999999999999,-2.41,1.91,81.02000000000001,-7.759999999999997,-80.02999999999999,32.4,2.4399999999999995,76.50000000000001,52.5,38.8,83.0,3.5899999999999994,9.1,6.579999999999999,14.59,15.012,14.607999999999999,14.780000000000005,15.830000000000002,15.67,81.50000000000001,1147.0,50.0,212.93000000000004,261.58,-0.5799999999999996,-1.7999999999999994,188.57999999999998,7.733999999999998,5.279999999999999,-2.5000000000000004,12.61,2.3200000000000003,-1.38,28.000000000000007,-3.0900000000000003,41.599999999999994,-6.6499999999999995,26.400000000000002,88.8,10.849999999999998,1957.6,14.769999999999998,16.64,14.049,15.531000000000002,14.650000000000002,15.079999999999998,13.41,80.49000000000001,-1.4129999999999998,14.974,322.9800000000001,-0.636,-2.7917999999999994,0.7892,0,-15.029713824140321,0.44999999999999996
4,4_Boughter,2135.0,203.70000000000005,134.70000000000002,1303.0,-1.0299999999999998,-23.8,4.15,-0.1800000000000006,3.8,75.39,-8.829999999999998,-93.64,35.3,-0.29000000000000026,67.5,27.299999999999997,25.400000000000002,69.39999999999999,3.25,9.72,6.8199999999999985,14.440000000000001,14.986000000000002,16.355000000000004,14.500000000000004,16.400000000000002,15.440000000000001,76.2,1102.0,43.0,217.36000000000004,281.23,-2.3600000000000008,-0.6000000000000001,186.77999999999997,7.096,3.3099999999999996,-4.2,10.989999999999998,-1.5500000000000003,-6.02,37.9,-5.540000000000001,24.1,-10.649999999999999,2.9000000000000057,84.00000000000001,10.599999999999998,1960.0999999999997,14.399999999999997,16.620000000000005,13.487000000000002,15.247,14.670000000000002,14.52,11.890000000000002,75.12000000000002,-0.20899999999999974,15.084999999999999,316.83000000000004,-0.14300000000000035,-4.968999999999999,2.1304,1,-13.513097161320102,0.7184975767366724
5,5_Boughter,2096.0,215.73000000000002,120.5,1333.0,3.72,-9.900000000000002,7.0600000000000005,-3.2700000000000005,0.53,82.60000000000001,-1.0999999999999996,-74.21,41.39999999999999,2.4799999999999995,82.20000000000002,42.0,44.3,83.9,3.6499999999999995,7.87,6.459999999999999,16.27,14.477,14.298,13.930000000000003,15.229999999999999,17.299999999999997,76.1,1144.0,48.0,118.52000000000001,277.53,0.7200000000000004,-9.6,192.53000000000003,8.675999999999998,6.699999999999999,-2.0999999999999996,13.45,2.2500000000000004,-4.200000000000001,18.600000000000005,0.13000000000000078,35.3,-1.5999999999999999,43.599999999999994,84.9,11.009999999999998,2019.8999999999999,13.959999999999997,16.330000000000002,15.541,15.375,15.690000000000001,16.759999999999998,15.239999999999998,73.78000000000002,-2.095,14.919,331.15000000000003,-1.465,1.5501999999999998,3.3726,1,-9.385266815396056,0.3
6,6_Boughter,1668.0,173.37,99.50000000000001,1046.0,0.2900000000000005,-8.900000000000002,4.25,-0.1900000000000004,0.5600000000000003,65.83,-3.4400000000000013,-64.83999999999999,17.1,-0.32999999999999985,60.10000000000001,43.7,32.6,61.199999999999996,2.8899999999999997,5.27,4.839999999999999,12.129999999999999,13.169,10.069999999999999,12.630000000000003,10.910000000000002,13.68,60.9,948.0,38.0,163.38000000000002,218.08,-0.22999999999999954,-5.3999999999999995,151.72,6.225999999999999,4.9,-1.5999999999999999,11.15,0.5800000000000005,2.3600000000000003,16.300000000000004,-0.919999999999999,41.2,-3.079999999999999,26.400000000000002,63.50000000000001,8.84,1620.6,12.759999999999998,11.57,11.648,11.876999999999999,12.260000000000002,12.830000000000002,10.39,59.24000000000001,-1.046,11.883,262.99,-0.2699999999999999,-1.6978000000000009,0.9608,0,-8.401511863932248,0.44999999999999996
7,7_Boughter,1882.0,176.46000000000004,133.20000000000002,1176.0,-4.420000000000002,-20.8,3.8299999999999996,1.8599999999999997,4.150000000000001,70.14,-16.19,-85.58999999999999,18.299999999999997,0.3899999999999999,57.8,27.8,21.900000000000002,70.29999999999998,3.209999999999999,9.56,6.329999999999999,12.149999999999999,13.869000000000002,14.764999999999999,13.760000000000002,16.02,12.49,73.3,1087.0,38.0,307.25,222.57,-2.86,7.6999999999999975,171.92999999999998,5.75,1.1600000000000001,-3.3000000000000007,9.680000000000001,1.1900000000000004,-2.2800000000000002,51.8,-8.32,21.9,-14.63,-7.299999999999995,82.20000000000002,9.879999999999999,1703.0999999999997,13.919999999999998,16.53,11.405000000000001,14.997,12.840000000000002,12.18,11.3,72.76000000000002,-0.709,14.023,287.23999999999995,-0.0019999999999998908,-8.689600000000002,0.2468,0,-22.885001485001485,0.3
8,8_Boughter,2157.0,216.91000000000003,117.70000000000002,1270.0,5.74,-10.400000000000002,12.110000000000001,-5.91,6.661338147750939e-16,85.51,1.4699999999999995,-68.78999999999999,50.400000000000006,5.25,89.7,74.2,64.9,81.10000000000001,3.6599999999999993,6.0200000000000005,6.43,16.240000000000002,14.694,14.229000000000001,14.100000000000001,15.520000000000001,17.380000000000003,76.00000000000001,932.0,44.0,163.11,299.93999999999994,1.6800000000000006,-9.999999999999998,194.54000000000002,9.248999999999999,8.05,-2.1999999999999997,13.309999999999999,3.770000000000001,-3.0900000000000007,6.900000000000002,1.1000000000000005,56.7,-1.5299999999999996,44.4,79.2,11.149999999999997,2106.9,14.169999999999998,16.16,14.840999999999998,15.543000000000003,15.450000000000003,16.63,14.46,74.83000000000001,-3.1409999999999996,14.882,338.16,-1.9240000000000002,1.4152,4.956600000000001,1,-9.337352873297949,1.4930456188937602
9,9_Boughter,1782.0,179.13,108.20000000000002,1031.0,-0.7200000000000002,-18.8,4.16,0.10000000000000053,1.5500000000000005,63.17,-7.3,-86.13,23.4,-1.79,52.0,44.400000000000006,34.8,47.7,2.5,6.74,5.0,12.219999999999999,12.848,11.181,12.510000000000002,11.63,13.02,55.099999999999994,911.0,31.0,215.58,246.98000000000002,-2.6,-2.599999999999999,149.47,5.578,3.34,-3.3,8.66,-0.9799999999999993,4.13,20.500000000000007,-3.85,46.5,-8.76,18.200000000000003,61.50000000000001,8.64,1683.3999999999999,12.209999999999999,12.52,10.957999999999998,12.073,11.830000000000002,12.060000000000002,9.23,53.970000000000006,-1.289,11.922,262.59000000000003,-0.5730000000000001,-4.8088,0.9277999999999997,0,-10.232372086512212,0.44999999999999996
