,Name,Molecular_Weight,Bulkiness,Polarity_Grantham,Recognition_Factors,Hydrophobicity_Sweet,Hydrophobicity_Kyte_Doolittle,Hydrophobicity_Abraham_Leo,Hydrophobicity_Bull_Breese,Hydrophobicity_Guy,Hydrophobicity_Miyazawa_Jernigan,Hydrophobicity_Roseman,Hydrophobicity_Wolfenden,Hydrophobicity_Hplc_Wilson,Hydrophobicity_Hplc_Ph_3_4_Cowan,Hydrophobicity_Rf_Mobility,HPLC_Tfa_Retention,HPLC_Retention_Ph_2_1,Percentage_Buried_Res,Hydrophobicity_Chothia,Ratio_Hetero_End_Side,Average_Flexibility_BP,Beta_Sheet_Chou_Fasman,Alpha_Helix_Deleage_Roux,Beta_Turn_Deleage_Roux,Alpha_Helix_Levitt,Beta_Turn_Levitt,Antiparallel_Beta_Strand,Aa_Composition,Relative_Mutability,Number_Of_Codons,Polarity_Zimmerman,Refractivity,Hydrophobicity_Eisenberg,Hydrophobicity_Hopp_Woods,Hydrophobicity_Manavalan,Hydrophobicity_Black,Hydrophobicity_Fauchere,Hydrophobicity_Janin,Hydrophobicity_Rao_Argos,Hydrophobicity_Tanford,Hydrophobicity_Welling,Hydrophobicity_Hplc_Parker,Hydrophobicity_Hplc_Ph_7_5_Cowan,Hplc_Hfba_Retention,Transmembrane_Tendency,Hplc_Retention_Ph_7_4,Percentage_Accessible_Res,Hydrophobicity_Rose,Avg_Area_Buried,Alpha_Helix_Chou_Fasman,Beta_Turn_Chou_Fasman,Beta_Sheet_Deleage_Roux,Coil_Deleage_Roux,Beta_Sheet_Levitt,Total_Beta_Strand,Parallel_Beta_Strand,Aa_Composition_Swissprot,Disorder_Propensity_TOP_IDP,Aa_Flexibility_VTR,Disorder_Propensity_FoldUnfold,Disorder_Propensity_DisProt,Aggrescan_av4,Aggrescan_av4_pos,Aggrescan_Nr_hotspots,Zyggregator_profile_smoothed,Zyggregator_profile_smoothed_pos
0,0_Boughter,2512.0,270.78,181.59999999999997,1644.0,-5.71,-24.000000000000004,4.58,1.2399999999999998,2.130000000000001,95.48,-20.990000000000002,-110.04,18.8,0.7999999999999992,72.60000000000001,25.4,30.6,85.9,4.5600000000000005,15.54,8.76,17.18,17.727,20.108999999999998,18.78,21.67,16.64,100.00000000000001,1724.0,54.0,318.91,281.09,-2.8000000000000003,8.399999999999997,231.53,7.881,2.7699999999999996,-4.200000000000001,13.280000000000001,1.7199999999999993,-9.939999999999998,69.99999999999999,-9.129999999999999,25.299999999999997,-19.470000000000006,-1.6000000000000014,113.80000000000003,13.239999999999998,2249.9,18.139999999999997,21.970000000000002,16.63,20.656,17.61,16.31,15.359999999999998,99.88000000000002,1.2239999999999993,19.173000000000005,381.87,0.4919999999999999,-10.637000000000002,1.0404,0,-17.2748640053561,0.45986275002092225
1,1_Boughter,2415.0,276.1,152.70000000000002,1672.0,1.5799999999999996,-4.6,11.559999999999999,-2.6099999999999994,1.3900000000000001,100.36000000000001,3.24,-55.47,39.99999999999999,5.390000000000001,99.5,75.19999999999999,53.4,117.89999999999999,5.07,9.79,8.49,19.040000000000003,18.590000000000007,18.803,18.230000000000004,20.55,20.060000000000002,110.69999999999999,1506.0,69.0,72.22999999999999,279.15,3.9599999999999995,-10.6,239.69999999999996,11.369,9.599999999999998,-1.5,18.120000000000005,4.43,-4.800000000000002,28.600000000000012,3.25,59.400000000000006,-3.180000000000002,47.7,112.69999999999999,13.650000000000002,2273.4,18.329999999999995,19.610000000000003,17.994999999999997,19.816,18.85,19.21,16.889999999999997,109.09000000000002,1.7350000000000003,19.143,397.78000000000003,0.46199999999999986,1.1093999999999997,2.6397999999999997,1,-12.22540379948113,0.29149301196752797
2,2_Boughter,2505.0,277.71000000000004,156.59999999999997,1703.0,0.3800000000000001,-9.900000000000002,9.02,-0.6299999999999999,0.1499999999999999,100.59,-0.7500000000000009,-75.39000000000001,37.599999999999994,3.17,93.3,74.0,54.5,108.89999999999998,4.890000000000001,11.389999999999997,8.32,20.2,18.227000000000004,18.236,18.090000000000003,19.99,21.1,100.60000000000001,1500.0,63.0,76.35,303.66999999999996,2.54,-11.799999999999999,237.41999999999996,10.665,9.279999999999998,-1.6999999999999997,17.690000000000005,4.07,-5.260000000000001,34.000000000000014,1.0,62.3,-3.9599999999999995,49.7,111.10000000000001,13.690000000000003,2363.4,18.069999999999993,19.950000000000003,19.305,19.688,19.52,19.79,16.039999999999996,97.38000000000001,0.14100000000000013,19.008000000000003,402.24,-0.1439999999999998,-0.28200000000000053,3.1292,0,-6.024271208190367,1.0624822160850267
3,3_Boughter,2263.0,256.13,148.1,1642.0,-1.290000000000001,-4.600000000000001,7.91,-0.5799999999999998,1.0100000000000002,95.56,-2.090000000000001,-61.760000000000005,27.599999999999998,3.51,88.2,68.2,49.699999999999996,114.99999999999999,4.9,11.720000000000002,8.049999999999999,18.200000000000003,17.069000000000003,17.659000000000002,17.21,19.31,19.15,104.0,1507.0,68.0,72.66,255.45000000000002,3.12,-9.0,224.32999999999998,9.953999999999999,8.989999999999998,-0.5999999999999999,17.47,4.4,-6.169999999999999,32.10000000000001,1.5300000000000002,62.39999999999999,-2.7900000000000005,56.400000000000006,110.9,12.96,2139.1,17.139999999999997,19.220000000000002,17.829,18.888999999999996,18.080000000000002,18.18,15.469999999999999,101.98,0.68,18.068,375.03000000000003,0.13300000000000012,-0.6460000000000008,1.6211999999999998,0,-7.743935517592378,0.6223872795796502
4,4_Boughter,2424.0,269.69,158.29999999999998,1771.0,-1.9600000000000009,-10.7,4.91,0.47999999999999954,2.080000000000001,98.30999999999999,-3.1199999999999997,-76.86999999999999,28.3,0.97,87.5,53.7,44.8,113.4,4.780000000000001,13.98,8.64,19.57,17.331000000000003,19.559000000000005,17.87,20.709999999999997,20.45,105.7,1648.0,72.0,31.54,276.29999999999995,1.5900000000000003,-10.799999999999999,234.92,10.156,8.59,-1.6,17.630000000000003,2.06,-9.11,39.5,0.78,56.80000000000001,-3.890000000000001,61.3,117.90000000000002,13.510000000000002,2262.7999999999997,17.259999999999994,21.070000000000004,18.951,20.112,18.970000000000002,19.150000000000002,15.489999999999998,102.83000000000001,1.0940000000000003,19.140000000000004,393.64000000000004,0.44000000000000006,-1.9094000000000004,2.1765999999999996,0,-6.808562780706888,1.2779549195190674
5,5_Boughter,2984.0,337.57,199.1,2060.0,-2.5200000000000005,-10.899999999999999,7.410000000000001,0.12999999999999967,1.0000000000000004,120.85000000000002,-8.54,-95.54,38.7,2.59,106.8,50.0,38.9,136.3,6.3100000000000005,14.510000000000002,10.260000000000002,22.86,23.175000000000004,22.82,22.99,23.439999999999998,23.480000000000004,128.8,1953.0,76.0,224.16,351.99,1.6999999999999997,-3.0999999999999996,289.7199999999999,11.815999999999999,8.39,-2.9,20.15,3.95,-8.270000000000001,47.80000000000001,-2.100000000000001,44.900000000000006,-10.270000000000003,30.599999999999998,138.90000000000003,16.399999999999995,2791.1999999999994,23.2,23.320000000000004,23.129,22.85799999999999,23.18,23.15,22.33,127.98000000000003,2.0730000000000004,23.113,475.98,0.7259999999999995,-2.4821999999999997,3.5759999999999996,1,-16.29372727814531,3.2778771082901215
6,6_Boughter,2240.0,252.49,148.89999999999998,1622.0,-0.120000000000001,-5.000000000000001,6.9799999999999995,-0.8099999999999998,1.31,93.79,-2.7500000000000013,-61.99,26.8,2.56,87.0,57.8,39.8,115.39999999999998,4.780000000000001,11.79,8.16,18.3,16.766000000000002,17.908000000000005,16.94,19.599999999999998,19.080000000000002,105.9,1530.0,69.0,72.17,244.45000000000002,2.57,-7.9,223.81999999999996,9.956,7.699999999999999,-1.3,17.3,3.85,-4.8999999999999995,40.2,0.5700000000000003,48.39999999999999,-3.8300000000000005,47.60000000000001,114.6,12.870000000000001,2092.2,16.749999999999996,19.400000000000002,17.789,19.056999999999995,18.19,18.169999999999998,15.659999999999998,103.82000000000001,1.0539999999999998,18.111000000000004,372.48,0.17100000000000015,-0.5240000000000009,1.7351999999999996,0,-6.921576533559701,0.8804465980499642
7,7_Boughter,2523.0,285.74,160.39999999999998,1712.0,-1.540000000000001,-12.100000000000001,6.97,0.9699999999999998,-0.40000000000000013,99.80999999999999,-3.8600000000000008,-86.82000000000001,25.8,0.11999999999999988,86.29999999999998,68.0,49.1,101.39999999999999,4.78,11.739999999999998,8.120000000000001,20.039999999999996,18.718000000000004,17.290000000000003,18.85,19.02,21.28,98.2,1573.0,63.0,127.99999999999999,304.9599999999999,1.35,-10.4,235.41999999999996,9.899000000000001,8.709999999999999,-1.9,17.53,2.88,-0.8800000000000001,37.500000000000014,-0.31000000000000005,63.900000000000006,-6.02,42.8,108.80000000000001,13.690000000000001,2385.1,18.639999999999993,19.160000000000004,19.466,19.543999999999997,19.64,19.7,15.139999999999999,95.00000000000001,0.8469999999999999,18.974000000000004,400.72999999999996,0.3749999999999999,-2.0497999999999994,2.3456,0,-9.14535525985438,0.831499149161715
8,8_Boughter,2190.0,255.86,147.6,1623.0,-0.5700000000000012,0.09999999999999876,7.81,-1.0299999999999998,0.3400000000000003,96.37,-2.400000000000001,-53.6,26.3,3.8500000000000005,89.0,71.89999999999999,41.6,124.49999999999999,5.080000000000001,11.59,8.11,18.130000000000003,17.215000000000003,17.783000000000005,17.520000000000003,19.129999999999995,18.66,111.7,1529.0,73.0,70.69,231.70000000000002,3.37,-7.4,225.29999999999998,10.019,8.44,-0.3999999999999999,17.94,5.120000000000001,-4.279999999999999,32.900000000000006,1.9800000000000002,59.599999999999994,-2.5000000000000004,50.30000000000001,114.3,12.96,2078.6,17.269999999999996,18.85,17.784,18.757999999999996,17.96,17.94,15.999999999999998,110.56,1.238,18.112000000000002,371.91,0.3380000000000002,-0.3030000000000008,1.9561999999999997,0,-7.1253044718754115,0.9036336198257423
9,9_Boughter,2534.0,268.16,160.69999999999996,1709.0,1.3699999999999988,-15.099999999999998,7.33,-1.43,-0.03000000000000025,99.23,-2.77,-88.15000000000002,35.8,-0.45999999999999974,88.2,47.0,49.699999999999996,100.19999999999999,4.66,13.189999999999998,8.5,19.59,17.013,19.672,17.44,20.810000000000002,20.27,96.50000000000001,1575.0,63.0,127.31999999999998,306.34,1.2099999999999997,-10.3,235.26,10.228,7.709999999999999,-2.4000000000000004,16.8,2.0199999999999996,-5.280000000000001,40.10000000000001,-0.8700000000000001,46.1,-6.299999999999999,52.2,112.90000000000002,13.63,2365.8999999999996,16.779999999999998,21.440000000000005,18.724,20.415999999999997,19.47,19.14,15.950000000000001,93.68,0.364,19.041000000000004,400.74,-0.1059999999999997,-1.3952,2.5539999999999994,0,-7.16192568415767,0.8481965017993129
